MECID,CommitteeName,Comm_Type,Comm_Status,Candidate FName,Candidate MName,Candidate LName,ElectionDate,Office Sought
A101130,Re-Elect Sissy Reed Committee,Candidate,Terminated,Mary ,P Sissy,Reed,4/6/2010,Council Person
A101131,Citizens For Michael W Freeman,Candidate,Terminated,Michael,W,Freeman,4/6/2010,Council Person
A101132,Committee To Elect Dr Larson,Candidate,Terminated,Craig,H,Larson,4/6/2010,Boardmember
A101133,Committee To Re-Elect Debby Lundstrom,Candidate,Terminated,Debby ,,Lundstrom,8/3/2010,Recorder of Deeds
A101133,Committee To Re-Elect Debby Lundstrom,Candidate,Terminated,Debby ,,Lundstrom,11/2/2010,Recorder of Deeds
A101134,Citizens For John Haigler,Candidate,Terminated,John,C,Haigler,4/6/2010,Boardmember
A101135,Committee To Elect Steve Lieser,Candidate,Terminated,Steve,,Lieser,4/6/2010,Alderperson
A101136,Friends For Mike Sommerville,Candidate,Terminated,Michael,L,Sommerville,4/6/2010,Boardmember
A101137,Committee To Re-Elect Mary Oswald,Candidate,Terminated,Mary,F,Oswald,4/6/2010,Boardmember
A101138,Committee To Elect Stephen Daume,Candidate,Terminated,Stephen,,Daume,8/3/2010,Associate Commissioner
A101139,Citizens To Elect Henderson Mayor,Candidate,Terminated,Kelly ,,Henderson,4/6/2010,Mayor
A101140,Committee To Elect Fitzpatrick Mayor,Candidate,Terminated,Lucas ,A,Fitzpatrick,4/6/2010,Mayor
A101141,Newburger For School Board,Candidate,Terminated,Susan ,D,Newburger,4/6/2010,Boardmember
A101142,Committee To Elect John Gieseke,Candidate,Terminated,John,,Gieseke,4/6/2010,Council Person
A101143,"Committee To Elect Natalie ""Powerhouse"" Lewis",Candidate,Terminated,Natalie,D,Lewis,4/6/2010,Boardmember
A101144,Tony Bamvakais For Mayor 2010 ,Candidate,Terminated,Anthony,J,Bamvakais,4/6/2010,Mayor
A101145,Committee To Elect Renee Goellner-Grant,Candidate,Terminated,Renee,Goellner,Grant,4/6/2010,Alderperson
A101145,Committee To Elect Renee Goellner-Grant,Candidate,Terminated,Renee,Goellner,Grant,4/3/2012,Alderperson
A101145,Committee To Elect Renee Goellner-Grant,Candidate,Terminated,Renee,Goellner,Grant,4/8/2014,Alderperson
A101146,First In Responding To Emergencies (Fire),Campaign,Terminated,,,,,
A101147,Committee For A Safe Community,Campaign,Terminated,,,,,
A101148,Spjh Building Fund,Campaign,Terminated,,,,,
A101149,Committee To Preserve House Springs C.P.H.S.,Campaign,Terminated,,,,,
A101150,Committee To Elect Bobby Kincaid Presiding Commissioner,Candidate,Terminated,Bobby,,Kincaid,8/3/2010,Presiding Commissioner
A101150,Committee To Elect Bobby Kincaid Presiding Commissioner,Candidate,Terminated,Bobby,,Kincaid,11/2/2010,Presiding Commissioner
A101151,Friends To Elect Dr Ruth Ann Wood-Humiston,Candidate,Terminated,Ruth Ann,,Wood-Humiston,4/6/2010,Boardmember
A101152,John Luby Election Committee,Candidate,Terminated,John,,Luby,8/3/2010,Alderperson
A101153,Committee To Elect Carol Ann Shaffer,Candidate,Terminated,Carol,Ann,Shaffer,4/6/2010,Mayor
A101154,People To Elect Chad Walton,Candidate,Terminated,Chad,,Walton,8/3/2010,Collector of Revenue
A101154,People To Elect Chad Walton,Candidate,Terminated,Chad,,Walton,11/2/2010,Collector of Revenue
A101155,Tony Fajkus For City Council,Candidate,Terminated,Tony,,Fajkus,4/6/2010,Council Person
A101156,Riggs for City Marshal,Candidate,Terminated,Chris,,Riggs,4/6/2010,Sheriff
A101157,M Denise Smith For Cedar County Treasurer,Candidate,Terminated,M Denise,,Smith,8/3/2010,Treasurer
A101157,M Denise Smith For Cedar County Treasurer,Candidate,Terminated,M Denise,,Smith,11/2/2010,Treasurer
A101158,Committee To Elect Philip Soto Ward 4 Alderman,Candidate,Terminated,Philip,,Soto,4/6/2010,Alderperson
A101159,Committee To Re-Elect Courtney George For Phelps Co Prosecuting Attorney,Candidate,Terminated,Courtney,M,George,8/3/2010,Prosecuting Attorney
A101160,Committee To Reelect Mike White,Candidate,Terminated,Mike,,White,4/6/2010,Alderperson
A101161,Riegel For Circuit Clerk,Candidate,Terminated,Deborah ,,Riegel,8/3/2010,Circuit Clerk
A101162,Committee To Elect Gary Guittar Mayor Of St Ann,Candidate,Terminated,Gary,,Guittar,4/6/2010,Mayor
A101163,Committee To Elect Brian Galyean,Candidate,Terminated,Brian,,Galyean,4/6/2010,Alderperson
A101164,Committee To Elect Jeff Thomas Prosecutor,Candidate,Terminated,Jeff,,Thomas,8/3/2010,Prosecuting Attorney
A101165,Caverly For Council,Candidate,Active,Charles,G,Caverly,4/6/2010,Council Person
A101165,Caverly For Council,Candidate,Active,Charles,G,Caverly,4/3/2012,Council Person
A101165,Caverly For Council,Candidate,Active,Charles,G,Caverly,4/8/2014,Council Person
A101165,Caverly For Council,Candidate,Active,Charles,G,Caverly,4/5/2016,Council Person
A101165,Caverly For Council,Candidate,Active,Charles,G,Caverly,4/3/2018,Council Person
A101166,Citizens To Elect Crystal Hall,Candidate,Terminated,Crystal ,,Hall,8/3/2010,Treasurer
A101166,Citizens To Elect Crystal Hall,Candidate,Terminated,Crystal ,,Hall,11/2/2010,Treasurer
A101167,Self Supporters,Candidate,Terminated,Tom,,Self,8/3/2010,Associate Commissioner
A101167,Self Supporters,Candidate,Terminated,Tom,,Self,11/2/2010,Associate Commissioner
A101167,Self Supporters,Candidate,Terminated,Tom,,Self,8/5/2014,Associate Commissioner
A101168,Campaign To Elect Keith Thompson,Candidate,Terminated,Keith,,Thompson,4/6/2010,Boardmember
A101169,Committee To Elect Adam R Jones Treasurer,Candidate,Terminated,Adam ,R ,Jones,8/3/2010,Treasurer
A101169,Committee To Elect Adam R Jones Treasurer,Candidate,Terminated,Adam ,R ,Jones,11/2/2010,Treasurer
A101170,Committee To Elect Ryan Poston,Candidate,Terminated,Ryan,Dale,Poston,8/3/2010,Presiding Commissioner
A101170,Committee To Elect Ryan Poston,Candidate,Terminated,Ryan,Dale,Poston,11/2/2010,Presiding Commissioner
A101171,Jack Golden For Council,Candidate,Terminated,Jack,N,Golden,4/6/2010,Council Person
A101172,Stone For Nkc Schools,Candidate,Terminated,Terry,,Stone,4/6/2010,Boardmember
A101173,Keep Columbia Free,Campaign,Terminated,,,,,
A101174,Friends Of Joplin Md Mike Woolston,Candidate,Terminated,Mike,,Woolston,4/6/2010,Council Person
A101175,Committee To Elect Chuck James,Candidate,Terminated,Chuck,,James,4/6/2010,Alderperson
A101176,Committee To Re-Elect Grant Young,Candidate,Terminated,Grant ,,Young,4/6/2010,Mayor
A101177,Keith Johnson For Presiding Commissioner,Candidate,Terminated,Keith ,B,Johnson,8/3/2010,Associate Commissioner
A101178,Christine Kleindienst For Recorder,Candidate,Terminated,Christine,,Kleindienst,8/3/2010,Recorder of Deeds
A101178,Christine Kleindienst For Recorder,Candidate,Terminated,Christine,,Kleindienst,11/2/2010,Recorder of Deeds
A101178,Christine Kleindienst For Recorder,Candidate,Terminated,Christine,,Kleindienst,8/5/2014,Recorder of Deeds
A101179,Committee To Re-Elect David L Schmerber,Candidate,Terminated,David ,L,Schmerber,4/6/2010,Alderperson
A101180,Citizens For Kevin Guerra For St Charles County Ambulance District,Candidate,Terminated,Kevin,,Guerra,4/6/2010,Boardmember
A101181,Vote Viehmann,Candidate,Terminated,Donna,,Viehmann,8/3/2010,Circuit Clerk
A101182,Committee To Elect Jeff Penland,Candidate,Terminated,Jeff,H,Penland,4/6/2010,Council Person
A101183,Citizens For Midkiff,Candidate,Terminated,Guy,,Midkiff,4/6/2010,Mayor
A101184,Committee To Elect Teresa Robinson,Candidate,Terminated,Teresa ,,Robinson,4/6/2010,Council Person
A101185,Committee To Elect Bradley Gore,Candidate,Terminated,Bradley,,Gore,8/3/2010,Auditor
A101186,Committee To Elect Mark Sutton,Candidate,Terminated,Mark,,Sutton,8/3/2010,Treasurer
A101187,Parents To Elect Cheryl Latham,Candidate,Active,Cheryl,D,Latham,4/6/2010,Boardmember
A101187,Parents To Elect Cheryl Latham,Candidate,Active,Cheryl,D,Latham,4/2/2013,Boardmember
A101187,Parents To Elect Cheryl Latham,Candidate,Active,Cheryl,D,Latham,4/5/2016,Boardmember
A101187,Parents To Elect Cheryl Latham,Candidate,Active,Cheryl,D,Latham,4/2/2019,Director
A101188,Committee To Elect Arleen Tackett,Candidate,Terminated,Arleen,,Tackett,8/3/2010,Recorder of Deeds
A101190,Committee To Elect Rita Collins City Collector,Candidate,Terminated,Rita,,Collins,4/6/2010,Collector of Revenue
A101191,Delaney For Circuit Clerk,Candidate,Terminated,Paula,,Delaney,8/3/2010,Circuit Clerk
A101192,Committee To Elect Nick Obermark,Candidate,Terminated,Nicholas,D,Obermark,4/6/2010,Boardmember
A101193,Committee To Elect Gerard Hagedorn,Candidate,Terminated,Gerard,,Hagedorn,4/6/2010,Alderperson
A101193,Committee To Elect Gerard Hagedorn,Candidate,Terminated,Gerard,,Hagedorn,4/3/2012,Alderperson
A101194,Dobbs For Prosecuting Attorney,Candidate,Terminated,Bill,,Dobbs,8/3/2010,Prosecuting Attorney
A101195,Friends To Elect CJ George Circuit Clerk,Candidate,Terminated,Cj,,George,8/3/2010,Circuit Clerk
A101196,Frankie Stewart,Candidate,Terminated,Frankie,,Stewart,8/3/2010,Treasurer
A101196,Frankie Stewart,Candidate,Terminated,Frankie,,Stewart,11/2/2010,Treasurer
A101197,Committee To Elect Kinnaman For Treasurer,Candidate,Terminated,Brandie,Baker,Kinnaman,8/3/2010,Treasurer
A101197,Committee To Elect Kinnaman For Treasurer,Candidate,Terminated,Brandie,Baker,Kinnaman,11/2/2010,Treasurer
A101198,Committee To Elect Doyle Parmer,Candidate,Terminated,Doyle,,Parmer,8/3/2010,Presiding Commissioner
A101199,Citizens For Professional Leadership To Elect Jon Woosley,Candidate,Terminated,Jon,,Woosley,8/3/2010,Recorder of Deeds
A101200,Committee To Elect Colleen Laughlin Camden County Recorder Of Deeds,Candidate,Terminated,Colleen,,Laughlin,8/3/2010,Recorder of Deeds
A101201,Dudenhoeffer For Presiding Commissioner,Candidate,Terminated,Dave,,Dudenoeffer,8/3/2010,Associate Commissioner
A101201,Dudenhoeffer For Presiding Commissioner,Candidate,Terminated,Dave,,Dudenoeffer,11/2/2010,Associate Commissioner
A101202,Committee To Re-Elect Sam Yarnell CPA,Candidate,Terminated,Susan ,G,Yarnell,8/3/2010,Auditor
A101202,Committee To Re-Elect Sam Yarnell CPA,Candidate,Terminated,Susan ,G,Yarnell,11/2/2010,Auditor
A101203,Becky Dye For County Collector Committee Bonnie Brown Treasurer,Candidate,Terminated,Becky,,Dye,8/3/2010,Collector of Revenue
A101203,Becky Dye For County Collector Committee Bonnie Brown Treasurer,Candidate,Terminated,Becky,,Dye,11/2/2010,Collector of Revenue
A101204,People For A Taser-Free Columbia,Campaign,Terminated,,,,,
A101205,Committee To Elect Sherry Muncy,Candidate,Terminated,Sherry,,Muncy,8/3/2010,Recorder of Deeds
A101205,Committee To Elect Sherry Muncy,Candidate,Terminated,Sherry,,Muncy,11/2/2010,Recorder of Deeds
A101206,Committee To Elect Kathy Bray,Candidate,Terminated,Kathy ,,Bray,8/3/2010,Recorder of Deeds
A101207,Vote Welborn Prosecutor Committee,Candidate,Terminated,Briney,,Welborn,8/3/2010,Prosecuting Attorney
A101207,Vote Welborn Prosecutor Committee,Candidate,Terminated,Briney,,Welborn,11/2/2010,Prosecuting Attorney
A101208,Committee To Elect Dennis Clinton,Candidate,Terminated,Dennis,,Clinton,8/3/2010,Recorder of Deeds
A101209,Committee To Elect Robyn Schmidt Circuit Court Clerk,Candidate,Terminated,Robyn,R,Schmidt,8/3/2010,Circuit Clerk
A101209,Committee To Elect Robyn Schmidt Circuit Court Clerk,Candidate,Terminated,Robyn,R,Schmidt,11/2/2010,Circuit Clerk
A101210,William W Carter,Candidate,Terminated,William,W,Carter,8/3/2010,Prosecuting Attorney
A101210,William W Carter,Candidate,Terminated,William,W,Carter,11/2/2010,Prosecuting Attorney
A101211,Friends To Elect Rosemary Romans,Candidate,Terminated,Rosemary,,Romans,8/3/2010,Circuit Clerk
A101212,Committee To Elect Noelle Harmon Circuit Clerk,Candidate,Terminated,Noelle ,,Harmon,8/3/2010,Circuit Clerk
A101213,Committee To Elect Jonathan Pierce,Candidate,Terminated,Jonathan,,Pierce,8/3/2010,Prosecuting Attorney
A101213,Committee To Elect Jonathan Pierce,Candidate,Terminated,Jonathan,,Pierce,11/2/2010,Prosecuting Attorney
A101214,Committee To Elect Tabitha Tichenor,Candidate,Terminated,Tabitha,,Tichenor,8/3/2010,Circuit Clerk
A101215,Sharon Stewart For Christian County Recorder,Candidate,Terminated,Sharon,A,Stewart,8/3/2010,Recorder of Deeds
A101216,Committee To Elect Ann Mccuiston Collector,Candidate,Terminated,Ann,,Mccuiston,8/3/2010,Collector of Revenue
A101216,Committee To Elect Ann Mccuiston Collector,Candidate,Terminated,Ann,,Mccuiston,11/2/2010,Collector of Revenue
A101217,Committee To Elect Carolyn Barton As Treasurer,Candidate,Terminated,Carolyn ,,Barton,8/3/2010,Treasurer
A101218,Citizens To Elect Penny Henry,Candidate,Terminated,Penny,,Henry,8/3/2010,Treasurer
A101218,Citizens To Elect Penny Henry,Candidate,Terminated,Penny,,Henry,11/2/2010,Treasurer
A101219,Committee To Elect Dorothy Venable,Candidate,Terminated,Dorothy,,Venable,8/3/2010,Treasurer
A101219,Committee To Elect Dorothy Venable,Candidate,Terminated,Dorothy,,Venable,11/2/2010,Treasurer
A101221,Committee To Elect David Morrison Mary Morrison Treasurer,Candidate,Terminated,David,,Morrison,8/3/2010,Associate Commissioner
A101221,Committee To Elect David Morrison Mary Morrison Treasurer,Candidate,Terminated,David,,Morrison,11/2/2010,Associate Commissioner
A101222,Committee To Elect Ronnie L Jones For Presiding Commissioner,Candidate,Terminated,Ronnie,L,Jones,8/3/2010,Associate Commissioner
A101223,Committee To Elect Max Lytle To The Taney County Ambulance District,Candidate,Terminated,Melton (Max),J,Lytle,4/6/2010,Boardmember
A101224,Committee To Elect Larry Craig,Candidate,Terminated,Larry,B,Craig,8/3/2010,Associate Commissioner
A101224,Committee To Elect Larry Craig,Candidate,Terminated,Larry,B,Craig,11/2/2010,Associate Commissioner
A101225,Michelle Osborne Shedd,Candidate,Terminated,Michelle,,Osborne Shedd,8/3/2010,Treasurer
A101225,Michelle Osborne Shedd,Candidate,Terminated,Michelle,,Osborne Shedd,11/2/2010,Treasurer
A101226,Committee To Elect Krista Claypoole,Candidate,Terminated,Krista,,Claypoole,8/3/2010,Treasurer
A101226,Committee To Elect Krista Claypoole,Candidate,Terminated,Krista,,Claypoole,11/2/2010,Treasurer
A101227,Groner For Circuit Clerk,Candidate,Terminated,Judy,O,Groner,8/3/2010,Circuit Clerk
A101227,Groner For Circuit Clerk,Candidate,Terminated,Judy,O,Groner,11/2/2010,Circuit Clerk
A101228,"Committee To Re-Elect Sharon D Crawford, Circuit Clerk",Candidate,Terminated,Sharon,D,Crawford,8/3/2010,Circuit Clerk
A101228,"Committee To Re-Elect Sharon D Crawford, Circuit Clerk",Candidate,Terminated,Sharon,D,Crawford,11/2/2010,Circuit Clerk
A101229,Committee To Elect Katy Williams Wells,Candidate,Terminated,Katy,,Williams-Wells,8/3/2010,Collector of Revenue
A101230,Jason Brown For Presiding Commissioner,Candidate,Terminated,Jason,,Brown,8/3/2010,Associate Commissioner
A101230,Jason Brown For Presiding Commissioner,Candidate,Terminated,Jason,,Brown,11/2/2010,Associate Commissioner
A101230,Jason Brown For Presiding Commissioner,Candidate,Terminated,Jason,,Brown,8/5/2014,Associate Commissioner
A101231,Committee To Elect Steven Kahre Circuit Clerk,Candidate,Terminated,Steven,W,Kahre,8/3/2010,Circuit Clerk
A101231,Committee To Elect Steven Kahre Circuit Clerk,Candidate,Terminated,Steven,W,Kahre,11/2/2010,Circuit Clerk & Recorder of Deeds
A101232,Committee To Elect Caleb Rowden Jan Humphreys Treasurer,Candidate,Terminated,Caleb,,Rowden,8/3/2010,Collector of Revenue
A101233,Committee To Elect Murray Anderson,Candidate,Terminated,Murray,L,Anderson,8/3/2010,Associate Commissioner
A101234,Committee To Elect Roger Wall,Candidate,Terminated,Roger,,Wall,8/3/2010,Prosecuting Attorney
A101234,Committee To Elect Roger Wall,Candidate,Terminated,Roger,,Wall,11/2/2010,Prosecuting Attorney
A101235,Committee To Elect Curtis Quick For Circuit Clerk,Candidate,Terminated,Curtis,L,Quick,8/3/2010,Circuit Clerk
A101235,Committee To Elect Curtis Quick For Circuit Clerk,Candidate,Terminated,Curtis,L,Quick,11/2/2010,Circuit Clerk
A101236,Committee To Re-Elect Holiman,Candidate,Terminated,Marsha,Meatte,Holiman,8/3/2010,Circuit Clerk
A101236,Committee To Re-Elect Holiman,Candidate,Terminated,Marsha,Meatte,Holiman,11/2/2010,Circuit Clerk
A101237,Committee To Elect W Steven Rives,Candidate,Terminated,W,Steven,Rives,8/3/2010,Prosecuting Attorney
A101238,Committee To Elect Marci Mosley,Candidate,Terminated,Marci,,Mosley,8/3/2010,Circuit Clerk
A101238,Committee To Elect Marci Mosley,Candidate,Terminated,Marci,,Mosley,11/2/2010,Circuit Clerk
A101239,Friends To Elect Judy Mckovich Treasurer,Candidate,Terminated,Judy,,Mckovich,8/3/2010,Treasurer
A101240,Committee To Elect Pam Boyd,Candidate,Terminated,Pam,,Boyd,8/7/2012,Committeeman
A101241,Citizens Supporting Leah Williamson Baker,Candidate,Terminated,Leah,,Williamson Baker,8/3/2010,Prosecuting Attorney
A101241,Citizens Supporting Leah Williamson Baker,Candidate,Terminated,Leah,,Williamson Baker,11/2/2010,Prosecuting Attorney
A101242,Committee For David O Garrison,Candidate,Terminated,David,0,Garrison,8/3/2010,Associate Commissioner
A101243,Reelect Rolwing Recorder Committee,Candidate,Terminated,Judy,,Rolwing,8/3/2010,Recorder of Deeds
A101244,Committee To Elect Shelly Lane,Candidate,Terminated,Shelly,,Lane,8/3/2010,Recorder of Deeds
A101245,Committee To Re-Elect Donald Simpson,Candidate,Terminated,Donald,,Simpson,8/3/2010,Associate Commissioner
A101246,Quint Election Committee,Candidate,Terminated,Shelby,,Quint,8/3/2010,Circuit Clerk
A101247,Laura J Carter,Candidate,Terminated,Laura ,,Carter,8/3/2010,Treasurer
A101248,Committee To Elect Pam Hutton,Candidate,Terminated,Pam,,Hutton,8/3/2010,Recorder of Deeds
A101248,Committee To Elect Pam Hutton,Candidate,Terminated,Pam,,Hutton,11/2/2010,Recorder of Deeds
A101249,Citizens For Eric Peters,Candidate,Terminated,Eric,,Peters,8/7/2012,Treasurer
A101249,Citizens For Eric Peters,Candidate,Terminated,Eric,,Peters,11/6/2012,Treasurer
A101250,Friends of Sodano,Candidate,Terminated,Andrew,,Sodano,8/3/2010,Associate Commissioner
A101251,Committee For Mike Minor,Candidate,Terminated,Mike,,Minor,8/3/2010,Associate Commissioner
A101251,Committee For Mike Minor,Candidate,Terminated,Mike,,Minor,11/2/2010,Associate Commissioner
A101252,Christmas For Circuit Clerk,Candidate,Terminated,Tena,,Christmas,8/3/2010,Circuit Clerk
A101252,Christmas For Circuit Clerk,Candidate,Terminated,Tena,,Christmas,11/2/2010,Circuit Clerk
A101253,The People For John Griesheimer,Candidate,Terminated,John,E,Griesheimer,8/3/2010,Associate Commissioner
A101253,The People For John Griesheimer,Candidate,Terminated,John,E,Griesheimer,11/2/2010,Associate Commissioner
A101254,Committee To Elect Jim Stone,Candidate,Terminated,Jim,,Stone,8/3/2010,Associate Commissioner
A101254,Committee To Elect Jim Stone,Candidate,Terminated,Jim,,Stone,11/2/2010,Associate Commissioner
A101255,Committee To Elect Deanna Colbert Auditor,Candidate,Terminated,Deanna,,Colbert,8/3/2010,Auditor
A101255,Committee To Elect Deanna Colbert Auditor,Candidate,Terminated,Deanna,,Colbert,11/2/2010,Auditor
A101256,Committee To Elect Don Trotter,Candidate,Terminated,Don,,Trotter,8/3/2010,Prosecuting Attorney
A101256,Committee To Elect Don Trotter,Candidate,Terminated,Don,,Trotter,11/2/2010,Prosecuting Attorney
A101257,Committee For Election Of Adam Pavlica Presiding Commissioner,Candidate,Terminated,Adam,,Pavlica,8/3/2010,Associate Commissioner
